host,open_ports,vuln_score,critical_vulns,service_http_open,service_ssh_open,service_rdp_open,snort_alert,device_type,geo_location_risk,avg_packet_size,scan_hour,label,device_type_encoded,predicted_label
host_9484,59,6.18,1,0,0,0,0,server,1,393.78,5,1,3,1
host_9485,32,8.78,2,0,0,0,0,server,0,255.8,21,1,3,1
host_9488,37,3.77,3,0,0,0,0,router,0,364.58,10,1,2,1
host_9489,26,1.37,0,0,0,0,1,router,0,262.44,12,1,2,1
host_9491,99,7.52,2,1,0,0,0,endpoint,0,367.66,22,1,1,1
host_9493,72,0.02,3,0,0,0,1,server,0,272.69,10,1,3,1
host_9494,20,8.72,1,1,0,1,0,server,0,305.15,10,1,3,1
host_9499,53,1.95,1,1,0,0,1,endpoint,0,297.45,7,1,1,1
host_9500,92,8.41,1,0,0,0,0,router,0,275.77,10,1,2,1
host_9501,99,1.7,0,0,0,0,1,IoT,0,277.4,5,1,0,1
host_9504,31,9.5,3,0,0,1,0,endpoint,1,313.1,11,1,1,1
host_9505,49,6.03,2,1,1,0,1,IoT,0,333.26,15,1,0,1
host_9506,94,9.03,1,0,1,0,0,server,1,289.19,21,1,3,1
host_9508,19,8.11,2,0,0,0,0,IoT,0,256.65,1,1,0,1
host_9509,12,8.54,4,1,1,0,1,IoT,0,329.08,17,1,0,1
host_9510,15,7.03,3,0,0,0,1,endpoint,0,344.14,17,1,1,1
host_9511,31,0.93,0,1,0,0,1,server,0,293.33,19,1,3,1
host_9512,43,0.16,3,0,0,0,1,IoT,0,325.63,0,1,0,1
host_9515,29,7.25,1,0,0,0,1,router,0,240.55,19,1,2,1
host_9516,26,5.57,1,0,0,0,1,server,0,246.78,23,1,3,1
host_9517,2,5.26,1,0,0,0,0,endpoint,1,345.17,5,1,1,1
host_9522,50,7.4,0,1,0,0,1,endpoint,0,376.38,7,1,1,1
host_9524,23,6.99,5,0,0,0,0,endpoint,0,339.04,21,1,1,1
host_9526,90,8.85,4,0,0,0,1,IoT,0,299.7,14,1,0,1
host_9532,11,7.33,2,0,0,0,0,server,0,260.44,3,1,3,1
host_9538,99,8.36,0,0,0,0,0,endpoint,0,283.06,1,1,1,1
host_9541,11,6.57,2,0,0,0,1,endpoint,0,278.79,19,1,1,1
host_9542,63,8.04,2,0,1,0,0,router,0,240.2,19,1,2,1
host_9543,76,6.38,0,1,0,0,0,endpoint,1,312.95,17,1,1,1
host_9545,53,3.42,4,1,0,0,0,IoT,0,357.39,17,1,0,1
host_9546,39,9.89,2,1,0,0,0,endpoint,0,318.27,14,1,1,1
host_9549,28,8.43,1,0,0,0,0,endpoint,0,312.46,0,1,1,1
host_9551,39,3.72,1,1,1,0,1,server,1,297.71,14,1,3,1
host_9552,25,0.8,3,0,1,0,0,endpoint,0,287.94,14,1,1,1
host_9553,21,3.62,3,0,1,0,0,endpoint,0,307.18,9,1,1,1
host_9554,10,1.82,3,0,0,0,0,server,0,259.64,18,1,3,1
host_9555,43,9.61,1,0,0,1,1,server,0,278.57,0,1,3,1
host_9556,15,7.15,2,0,0,1,0,endpoint,0,320.09,3,1,1,1
host_9557,83,7.49,1,0,0,0,0,endpoint,0,311.01,7,1,1,1
host_9560,21,2.67,0,1,0,0,0,endpoint,1,295.58,4,1,1,1
host_9563,50,4.61,3,0,0,0,0,IoT,0,315.62,20,1,0,1
host_9564,23,4.33,4,0,1,0,1,server,0,310.19,3,1,3,1
host_9565,13,4.96,3,0,0,0,1,endpoint,0,301.53,8,1,1,1
host_9566,69,9.87,0,0,0,0,0,endpoint,0,353.19,19,1,1,1
host_9567,4,2.98,2,1,0,0,1,router,0,225.71,1,1,2,1
host_9568,92,6.15,2,1,0,0,1,server,0,283.9,6,1,3,1
host_9574,58,0.37,2,0,0,0,0,server,1,228.7,2,1,3,1
host_9575,18,8.15,2,0,0,0,0,server,0,226.38,3,1,3,1
host_9576,97,1.28,0,0,1,0,1,endpoint,0,263.37,11,1,1,1
host_9578,81,4.77,0,1,0,1,1,server,0,277.77,6,1,3,1
host_9579,43,4.32,2,1,0,0,1,server,0,214.09,12,1,3,1
host_9580,95,7.26,1,1,1,0,1,server,0,387.1,12,1,3,1
host_9581,98,5.97,1,1,0,0,1,endpoint,0,254.61,1,1,1,1
host_9582,6,2.95,3,0,1,0,1,IoT,0,310.64,5,1,0,1
host_9584,78,7.68,1,1,0,0,0,server,0,323.38,20,1,3,1
host_9586,12,8.9,0,0,0,0,0,server,0,298.62,9,1,3,1
host_9587,12,3.95,5,0,1,0,1,endpoint,0,272.51,7,1,1,1
host_9588,66,7.18,2,0,0,0,1,router,0,297.24,20,1,2,1
host_9589,2,9.4,2,0,0,0,1,endpoint,0,330.46,9,1,1,1
host_9590,15,6.51,1,0,0,0,0,endpoint,1,215.05,4,1,1,1
host_9593,81,5.43,4,0,1,0,0,endpoint,0,332.96,16,1,1,1
host_9594,96,5.85,1,0,0,0,1,endpoint,0,305.7,0,1,1,1
host_9595,7,1.47,4,0,1,0,0,endpoint,0,386.23,19,1,1,1
host_9597,28,1.45,2,0,0,0,1,endpoint,0,295.87,20,1,1,1
host_9599,44,6.25,3,0,0,0,1,endpoint,0,292.55,10,1,1,1
host_9601,81,7.7,1,1,0,0,0,router,0,286.09,5,1,2,1
host_9602,32,8.66,2,0,0,1,0,router,0,215.16,1,1,2,1
host_9603,70,9.45,3,0,1,0,1,router,0,339.79,4,1,2,1
host_9604,88,6.64,2,0,0,0,1,endpoint,1,285.04,11,1,1,1
host_9605,6,4.82,3,0,0,0,0,router,0,308.06,17,1,2,1
host_9607,82,4.91,4,0,0,0,0,endpoint,1,311.49,4,1,1,1
host_9608,88,1.9,1,1,0,0,1,endpoint,0,355.83,11,1,1,1
host_9610,34,7.18,1,0,1,1,1,endpoint,1,237.8,22,1,1,1
host_9611,40,2.17,3,0,0,0,0,router,0,331.48,21,1,2,1
host_9613,79,7.49,3,0,1,0,0,IoT,0,247.43,8,1,0,1
host_9614,75,1.78,2,0,0,0,1,endpoint,0,286.94,0,1,1,1
host_9617,65,7.2,2,0,0,0,0,server,0,327.76,19,1,3,1
host_9618,18,6.18,3,0,0,0,0,IoT,0,328.86,2,1,0,1
host_9619,44,6.94,3,0,1,0,0,endpoint,0,250.56,10,1,1,1
host_9624,23,4.38,5,1,1,0,1,endpoint,0,389.26,22,1,1,1
host_9626,34,4.93,5,0,0,0,0,IoT,0,350.81,14,1,0,1
host_9628,86,1.81,2,0,0,0,1,IoT,0,303.48,16,1,0,1
host_9629,35,5.41,3,0,0,0,0,router,0,273.39,22,1,2,1
host_9633,82,8.81,1,1,0,0,1,endpoint,1,250.26,20,1,1,1
host_9634,78,8.19,3,0,0,0,0,IoT,0,270.02,5,1,0,1
host_9635,82,6.3,0,0,0,0,1,router,1,263.74,22,1,2,1
host_9636,92,7.16,2,0,1,1,0,IoT,1,291.37,14,1,0,1
host_9637,24,0.43,2,1,0,0,0,server,1,320.4,21,1,3,1
host_9638,8,7.44,2,0,0,0,0,endpoint,0,392.57,14,1,1,1
host_9639,53,4.86,3,0,0,0,0,server,0,325.42,17,1,3,1
host_9640,72,3.18,1,0,0,0,1,server,0,278.84,20,1,3,1
host_9641,4,1.4,0,1,0,0,0,server,1,303.7,13,1,3,1
host_9645,49,0.3,1,0,0,0,0,IoT,1,316.23,10,1,0,1
host_9646,98,7.33,2,1,0,0,0,server,0,387.82,1,1,3,1
host_9647,30,2.49,4,0,1,0,0,endpoint,0,343.33,10,1,1,1
host_9649,63,8.23,0,0,1,0,0,server,1,172.28,14,1,3,1
host_9650,47,1.15,1,0,0,0,1,endpoint,0,248.54,21,1,1,1
host_9651,26,8.36,3,1,0,0,0,router,0,299.89,5,1,2,1
host_9652,57,6.4,3,0,0,0,0,router,0,289.48,10,1,2,1
host_9654,98,1.18,3,1,0,0,0,server,0,322.59,22,1,3,1
host_9659,62,0.53,3,0,0,0,0,endpoint,0,356.44,2,1,1,1
host_9660,92,5.95,3,1,1,0,0,server,0,321.6,23,1,3,1
host_9662,53,7.57,2,0,0,0,0,server,0,336.64,3,1,3,1
host_9664,82,7.98,1,1,0,0,0,endpoint,0,322.44,10,1,1,1
host_9666,7,7.21,4,0,0,0,0,endpoint,0,359.97,18,1,1,1
host_9667,28,3.33,5,1,1,0,0,server,0,394.82,4,1,3,1
host_9669,67,0.39,1,0,0,0,1,endpoint,0,316.04,17,1,1,1
host_9672,83,4.86,3,0,0,0,0,server,0,309.02,0,1,3,1
host_9673,11,1.41,1,0,0,1,1,server,0,344.8,11,1,3,1
host_9675,87,1.11,0,0,0,0,1,server,0,397.72,7,1,3,1
host_9676,7,2.2,3,0,0,0,0,endpoint,0,290.32,18,1,1,1
host_9678,61,9.77,1,0,0,0,0,endpoint,1,333.33,21,1,1,1
host_9684,48,1.44,3,1,0,0,0,endpoint,0,307.33,2,1,1,1
host_9685,82,8.83,0,0,0,0,0,endpoint,0,351.68,9,1,1,1
host_9687,48,6.14,3,0,0,0,0,server,0,310.01,16,1,3,1
host_9689,25,3.79,1,0,1,0,1,server,0,305.81,4,1,3,1
host_9690,78,3.88,5,0,0,0,1,router,1,290.35,3,1,2,1
host_9693,39,3.87,4,0,0,0,0,endpoint,0,258.94,4,1,1,1
host_9695,80,9.85,1,0,0,0,0,router,0,312.99,16,1,2,1
host_9696,27,3.51,1,0,0,0,0,IoT,1,294.9,8,1,0,1
host_9700,19,8.72,1,1,1,1,0,server,0,201.29,4,1,3,1
host_9701,28,7.31,0,1,0,0,1,router,0,243.91,22,1,2,1
host_9702,85,3.17,3,0,0,0,0,IoT,1,313.37,1,1,0,1
host_9705,10,7.07,2,0,0,0,1,endpoint,0,325.86,18,1,1,1
host_9707,30,7.57,1,0,0,0,0,server,0,274.77,6,1,3,1
host_9708,22,5.47,3,0,1,0,0,IoT,0,332.82,7,1,0,1
host_9710,82,8.63,2,0,0,1,0,server,0,330.76,21,1,3,1
host_9711,75,9.86,5,0,1,0,0,server,0,350.26,1,1,3,1
host_9713,2,8.06,3,0,0,0,0,endpoint,0,294.76,14,1,1,1
host_9714,76,7.5,2,0,0,0,0,endpoint,0,330.37,5,1,1,1
host_9715,54,7.47,0,0,0,0,0,endpoint,0,208.25,3,1,1,1
host_9716,6,9.57,3,0,0,0,0,endpoint,0,352.5,22,1,1,1
host_9717,40,4.87,0,0,0,0,1,server,0,328.97,23,1,3,1
host_9718,93,6.74,1,1,0,0,0,server,1,208.81,13,1,3,1
host_9719,94,8.24,3,1,0,0,0,router,0,307.45,6,1,2,1
host_9723,93,7.81,1,0,0,0,0,endpoint,0,291.27,18,1,1,1
host_9725,74,4.51,1,1,0,0,1,server,0,197.54,13,1,3,1
host_9726,98,4.19,3,1,0,0,0,IoT,0,342.66,23,1,0,1
host_9727,55,0.73,2,0,0,0,1,IoT,0,331.5,9,1,0,1
host_9728,72,0.07,4,0,0,0,1,server,0,223.23,2,1,3,1
host_9729,60,5.29,3,0,1,0,0,server,0,249.32,12,1,3,1
host_9731,6,7.96,2,0,0,0,1,endpoint,1,323.21,20,1,1,1
host_9732,19,5.43,3,0,0,1,0,endpoint,0,382.21,9,1,1,1
host_9733,96,9.37,0,1,0,0,0,server,0,279.48,4,1,3,1
host_9735,1,9.9,1,0,0,0,0,server,0,288.92,10,1,3,1
host_9739,69,3.6,4,0,0,0,0,server,0,277.02,8,1,3,1
host_9742,57,7.12,2,0,0,0,1,endpoint,0,302.71,12,1,1,1
host_9743,42,3.78,0,0,1,1,1,endpoint,0,218.36,10,1,1,1
host_9744,98,9.61,0,0,0,1,1,endpoint,0,358.45,6,1,1,1
host_9746,87,9.84,1,1,0,0,0,endpoint,0,335.66,14,1,1,1
host_9750,53,8.86,1,0,0,0,1,server,0,197.83,10,1,3,1
host_9756,55,3.32,3,0,0,0,0,server,0,280.48,0,1,3,1
host_9757,46,7.47,1,0,0,1,0,endpoint,0,399.04,3,1,1,1
host_9759,98,8.74,1,0,0,1,0,endpoint,0,381.01,9,1,1,1
host_9760,46,5.01,4,0,0,0,1,IoT,0,297.05,6,1,0,1
host_9761,22,3.31,3,1,0,0,0,server,0,271.84,0,1,3,1
host_9762,11,9.96,2,1,1,0,0,router,0,304.25,6,1,2,1
host_9765,39,8.09,2,0,0,0,0,router,0,323.78,1,1,2,1
host_9768,46,0.86,1,0,0,0,1,server,0,316.64,19,1,3,1
host_9771,54,0.1,3,0,0,0,0,endpoint,0,230.84,3,1,1,1
host_9773,91,8.09,1,1,0,0,0,endpoint,0,339.41,23,1,1,1
host_9777,96,8.2,2,0,0,1,0,server,0,363.71,18,1,3,1
host_9778,79,8.8,0,0,1,0,0,endpoint,0,362.0,3,1,1,1
host_9779,17,8.5,1,0,0,0,0,endpoint,0,291.06,1,1,1,1
host_9780,33,8.12,1,0,0,0,0,server,0,384.75,6,1,3,1
host_9783,80,5.82,4,0,0,0,0,server,0,285.93,23,1,3,1
host_9784,93,5.28,3,1,0,0,0,server,0,283.59,1,1,3,1
host_9788,93,9.02,1,0,1,0,0,endpoint,0,268.25,22,1,1,1
host_9790,21,2.62,2,0,0,0,0,endpoint,1,231.38,2,1,1,1
host_9793,69,4.07,3,1,0,0,0,IoT,0,235.15,9,1,0,1
host_9796,13,1.39,3,0,0,0,1,server,0,287.76,23,1,3,1
host_9799,57,0.48,2,0,0,1,1,IoT,0,260.96,12,1,0,1
host_9800,46,3.35,3,0,1,0,0,router,0,256.19,4,1,2,1
host_9801,8,6.95,0,1,1,1,0,endpoint,1,211.29,3,1,1,1
host_9802,10,7.92,0,1,1,0,0,IoT,0,309.28,16,1,0,1
host_9804,67,7.31,0,1,0,0,0,endpoint,0,224.13,7,1,1,1
host_9805,11,9.55,2,1,0,0,0,router,0,251.07,10,1,2,1
host_9806,12,9.07,3,1,0,0,0,router,0,305.18,3,1,2,1
host_9807,10,7.89,0,0,0,0,0,endpoint,0,243.81,18,1,1,1
host_9808,25,7.12,0,0,1,0,1,endpoint,1,345.56,12,1,1,1
host_9809,49,2.35,5,1,1,0,1,router,1,221.56,10,1,2,1
host_9810,49,6.34,2,0,0,0,1,server,0,267.52,23,1,3,1
host_9812,11,4.07,3,1,1,0,0,endpoint,0,299.96,6,1,1,1
host_9813,62,4.93,1,1,0,0,1,endpoint,0,336.05,18,1,1,1
host_9814,36,6.94,2,1,1,0,1,endpoint,0,345.66,3,1,1,1
host_9815,39,9.52,1,1,0,0,0,endpoint,0,238.41,13,1,1,1
host_9816,53,2.95,4,0,1,0,0,router,0,370.9,15,1,2,1
host_9819,56,1.31,3,0,0,0,0,server,0,313.6,12,1,3,1
host_9822,4,4.91,2,0,0,0,1,router,0,314.78,16,1,2,1
host_9823,30,6.2,2,0,1,0,1,endpoint,0,307.55,9,1,1,1
host_9824,12,0.7,5,1,0,1,0,endpoint,0,225.21,19,1,1,1
host_9826,77,3.35,3,0,0,0,0,router,0,381.34,5,1,2,1
host_9827,52,3.69,2,1,1,0,1,server,0,346.29,21,1,3,1
host_9832,80,0.13,1,0,0,0,1,server,0,328.16,21,1,3,1
host_9833,7,7.71,2,1,1,0,0,endpoint,0,324.0,16,1,1,1
host_9835,93,8.29,4,0,1,0,0,endpoint,1,306.8,9,1,1,1
host_9836,75,5.41,1,0,0,0,1,server,0,395.83,22,1,3,1
host_9837,56,5.28,3,0,1,0,0,server,1,357.16,8,1,3,1
host_9838,97,7.05,3,1,0,0,0,router,0,304.49,1,1,2,1
host_9839,58,8.6,0,0,1,0,0,server,0,336.89,8,1,3,1
host_9840,93,9.43,2,1,0,0,0,server,0,334.08,23,1,3,1
host_9842,12,1.51,0,0,1,0,1,router,0,340.73,1,1,2,1
host_9843,7,8.79,2,0,0,1,0,server,0,255.26,20,1,3,1
host_9845,62,8.07,0,1,0,0,1,endpoint,0,238.71,21,1,1,1
host_9846,90,6.8,1,0,1,0,1,IoT,0,340.43,7,1,0,1
host_9847,73,9.05,0,0,0,0,0,server,1,319.1,17,1,3,1
host_9848,98,8.97,2,0,0,0,0,server,0,315.86,7,1,3,1
host_9850,55,6.09,4,0,0,0,0,endpoint,0,350.02,13,1,1,1
host_9854,44,0.98,1,0,0,0,0,server,1,314.64,18,1,3,1
host_9855,17,7.28,1,1,1,1,0,router,0,218.06,8,1,2,1
host_9856,2,9.69,1,0,0,0,0,endpoint,1,268.15,16,1,1,1
host_9857,13,5.7,3,0,0,0,0,IoT,1,307.62,5,1,0,1
host_9859,93,8.43,2,0,0,0,1,server,1,312.04,8,1,3,1
host_9860,28,8.53,3,0,0,0,1,router,0,326.52,23,1,2,1
host_9861,60,7.33,2,0,1,0,1,endpoint,1,271.46,23,1,1,1
host_9863,15,8.68,0,0,0,0,1,router,0,264.61,14,1,2,1
host_9865,79,9.32,1,0,0,0,1,server,0,205.5,7,1,3,1
host_9866,33,9.47,0,0,1,0,0,endpoint,1,399.93,8,1,1,1
host_9867,20,8.72,1,0,0,0,0,router,0,266.6,4,1,2,1
host_9869,12,8.58,1,0,0,0,1,server,0,426.11,4,1,3,1
host_9872,72,8.41,0,0,0,0,0,endpoint,0,365.61,13,1,1,1
host_9874,14,3.63,0,0,0,1,0,endpoint,1,236.71,10,1,1,1
host_9875,91,8.16,2,0,0,0,0,router,0,299.74,13,1,2,1
host_9876,25,8.14,1,1,0,0,0,IoT,0,288.14,16,1,0,1
host_9877,77,8.49,1,0,0,0,0,IoT,0,235.33,8,1,0,1
host_9879,31,7.06,2,0,0,0,0,IoT,1,401.11,18,1,0,1
host_9881,5,7.85,3,1,0,0,0,router,0,350.63,22,1,2,1
host_9882,13,2.45,1,1,1,0,0,endpoint,1,325.24,23,1,1,1
host_9883,28,7.38,0,0,1,0,1,router,0,234.06,23,1,2,1
host_9885,89,9.86,1,0,0,0,0,server,0,369.92,3,1,3,1
host_9886,99,5.8,4,0,0,0,0,IoT,0,285.84,0,1,0,1
host_9888,71,3.68,2,0,0,0,1,router,0,293.01,17,1,2,1
host_9889,38,7.35,1,0,0,0,0,server,0,299.63,5,1,3,1
host_9893,39,8.3,3,0,0,0,0,IoT,0,232.45,13,1,0,1
host_9894,37,2.37,3,0,0,0,0,server,0,362.59,17,1,3,1
host_9895,86,2.21,2,1,0,1,1,server,0,293.96,0,1,3,1
host_9897,81,8.18,4,0,0,0,0,endpoint,0,271.12,11,1,1,1
host_9899,91,9.32,2,0,0,0,1,server,0,388.88,0,1,3,1
host_9900,33,9.27,1,0,0,0,0,server,0,340.42,1,1,3,1
host_9903,76,7.01,1,0,0,0,1,endpoint,0,345.86,8,1,1,1
host_9904,27,9.52,2,0,0,0,1,server,0,296.09,6,1,3,1
host_9905,8,7.1,1,1,0,0,1,endpoint,0,292.57,8,1,1,1
host_9908,93,4.61,6,0,0,1,0,router,1,410.06,22,1,2,1
host_9909,20,6.07,5,0,0,0,1,router,0,339.0,8,1,2,1
host_9912,80,1.3,4,0,1,0,1,server,0,250.41,23,1,3,1
host_9913,19,4.52,2,0,1,0,1,IoT,0,286.85,6,1,0,1
host_9916,38,8.57,0,1,0,1,0,endpoint,1,261.4,23,1,1,1
host_9917,53,2.05,0,0,0,0,1,server,1,265.56,1,1,3,1
host_9918,93,5.75,3,1,0,0,0,endpoint,0,275.2,13,1,1,1
host_9924,17,8.77,3,0,1,0,0,router,0,273.84,3,1,2,1
host_9927,39,8.05,0,0,0,0,0,endpoint,0,290.61,21,1,1,1
host_9928,42,2.82,0,0,0,0,1,router,1,192.81,0,1,2,1
host_9929,48,7.23,1,0,0,1,0,router,0,279.3,18,1,2,1
host_9930,12,1.46,4,0,1,0,0,endpoint,0,244.96,23,1,1,1
host_9931,96,2.37,3,1,0,0,0,endpoint,0,309.88,23,1,1,1
host_9933,18,9.89,2,1,0,0,0,router,0,249.45,11,1,2,1
host_9935,96,4.01,5,0,0,0,0,server,1,218.15,12,1,3,1
host_9938,35,9.07,1,0,1,0,1,server,0,246.6,6,1,3,1
host_9940,54,8.57,0,0,0,0,0,server,1,367.21,3,1,3,1
host_9942,69,8.62,1,0,0,0,0,IoT,0,259.5,9,1,0,1
host_9944,16,8.78,5,1,1,0,0,endpoint,0,268.09,11,1,1,1
host_9945,8,1.52,0,0,0,0,1,router,0,381.38,14,1,2,1
host_9946,89,7.62,2,1,0,0,0,endpoint,0,283.9,0,1,1,1
host_9949,86,8.11,0,0,0,0,1,IoT,0,342.75,6,1,0,1
host_9950,31,6.48,3,1,0,0,0,IoT,0,305.05,12,1,0,1
host_9951,10,8.77,1,0,0,1,1,router,0,314.25,9,1,2,1
host_9953,76,5.9,2,0,0,0,1,endpoint,0,256.38,1,1,1,1
host_9954,92,8.71,3,0,0,0,1,endpoint,0,302.69,7,1,1,1
host_9957,5,9.61,0,0,0,0,0,IoT,0,304.11,4,1,0,1
host_9958,23,4.74,3,0,1,0,0,endpoint,0,319.14,23,1,1,1
host_9961,59,8.85,2,0,1,1,0,server,0,309.2,4,1,3,1
host_9962,93,9.55,0,1,0,0,0,endpoint,0,331.45,10,1,1,1
host_9963,80,9.5,3,0,0,0,0,server,0,262.18,3,1,3,1
host_9965,46,5.1,3,0,1,0,0,endpoint,0,268.22,16,1,1,1
host_9966,22,1.83,1,0,0,0,0,server,1,298.02,8,1,3,1
host_9967,64,1.23,3,0,0,0,0,server,0,298.56,4,1,3,1
host_9970,51,8.78,1,0,0,0,1,endpoint,0,214.55,11,1,1,1
host_9971,78,8.09,0,0,0,0,0,endpoint,1,373.7,16,1,1,1
host_9972,39,5.68,1,0,0,0,1,server,1,365.01,17,1,3,1
host_9973,37,9.99,1,0,0,0,1,router,0,331.85,1,1,2,1
host_9974,50,9.53,2,0,0,0,0,endpoint,0,205.81,15,1,1,1
host_9976,75,4.65,3,1,1,0,0,router,0,325.48,4,1,2,1
host_9978,31,5.16,3,1,1,0,0,server,1,243.96,14,1,3,1
host_9979,54,1.58,3,0,0,0,0,IoT,0,287.76,1,1,0,1
host_9981,34,9.43,0,1,0,0,0,endpoint,0,293.91,13,1,1,1
host_9982,71,3.42,3,0,1,0,0,server,0,356.43,21,1,3,1
host_9983,62,1.53,4,1,0,0,0,endpoint,0,197.77,12,1,1,1
host_9985,46,6.02,5,0,0,0,1,IoT,0,316.88,21,1,0,1
host_9986,56,1.94,3,0,0,1,0,server,0,274.3,1,1,3,1
host_9987,7,1.97,2,0,0,0,1,server,0,341.34,16,1,3,1
host_9988,89,9.9,2,0,0,0,0,endpoint,0,235.89,20,1,1,1
host_9989,61,2.43,6,0,0,0,0,endpoint,0,365.16,13,1,1,1
host_9990,3,8.38,1,0,0,0,1,router,0,261.55,10,1,2,1
host_9992,84,4.35,3,0,1,0,1,endpoint,0,354.48,0,1,1,1
host_9994,44,7.74,3,1,0,0,0,server,0,288.17,6,1,3,1
host_9995,30,8.81,1,0,0,0,0,endpoint,0,365.73,0,1,1,1
host_9997,59,0.95,3,1,0,0,0,endpoint,0,335.93,9,1,1,1
host_9998,10,1.37,2,1,0,1,0,endpoint,1,357.83,14,1,1,1
host_9999,99,7.93,0,0,1,0,0,server,1,252.89,20,1,3,1
host_10002,45,3.4,3,1,0,0,0,server,0,319.05,4,1,3,1
host_10004,59,8.52,1,1,0,1,0,IoT,0,320.82,8,1,0,1
host_10005,62,6.42,2,0,0,0,0,server,1,267.9,23,1,3,1
host_10010,32,7.56,1,0,1,0,0,endpoint,0,265.06,15,1,1,1
host_10012,11,3.43,0,0,0,0,1,endpoint,0,286.97,17,1,1,1
host_10013,70,5.09,2,0,0,0,0,IoT,1,386.25,22,1,0,1
host_10014,62,7.09,1,0,1,0,0,router,0,288.18,5,1,2,1
host_10015,47,5.69,1,0,0,0,1,endpoint,0,247.55,20,1,1,1
host_10016,34,8.02,4,1,0,0,0,server,0,273.96,19,1,3,1
host_10018,54,7.88,1,1,1,0,0,server,0,355.71,15,1,3,1
host_10020,85,1.93,3,0,0,0,0,IoT,0,369.74,1,1,0,1
host_10021,40,0.52,3,0,0,0,1,server,0,300.7,16,1,3,1
host_10022,19,9.03,0,1,0,0,0,server,0,356.38,19,1,3,1
host_10023,67,9.46,1,0,1,0,0,router,0,328.14,1,1,2,1
host_10024,82,7.27,1,1,0,0,0,server,0,180.37,21,1,3,1
host_10025,53,7.24,2,1,0,1,0,server,0,287.59,19,1,3,1
host_10026,64,2.7,0,1,0,0,1,IoT,0,237.86,4,1,0,1
host_10028,47,9.92,2,0,0,0,0,endpoint,0,382.06,17,1,1,1
host_10029,6,8.56,1,0,0,0,0,server,0,288.24,20,1,3,1
host_10030,16,3.04,1,1,0,0,1,server,0,304.4,12,1,3,1
host_10031,72,3.01,0,1,0,0,1,IoT,0,218.92,5,1,0,1
host_10032,18,4.84,4,0,0,1,0,endpoint,0,258.42,11,1,1,1
host_10035,43,6.27,3,0,0,0,0,endpoint,0,411.07,14,1,1,1
host_10036,39,0.11,0,1,0,0,0,endpoint,1,247.87,6,1,1,1
host_10037,49,7.63,3,0,1,0,0,server,0,302.42,13,1,3,1
host_10038,12,7.4,0,0,0,0,1,endpoint,0,255.54,18,1,1,1
host_10039,10,8.3,3,0,0,0,0,endpoint,0,323.08,3,1,1,1
host_10040,71,8.41,0,0,1,0,1,router,0,378.67,22,1,2,1
host_10042,1,7.8,0,0,0,0,0,server,0,270.3,6,1,3,1
host_10043,49,4.92,3,0,0,0,0,IoT,0,328.72,8,1,0,1
host_10044,36,9.52,2,0,0,0,1,server,0,281.19,1,1,3,1
host_10045,21,1.91,1,0,0,0,1,server,0,246.04,11,1,3,1
host_10046,37,9.16,0,0,0,0,0,endpoint,0,314.84,2,1,1,1
host_10048,55,1.03,1,0,0,1,1,server,0,389.07,11,1,3,1
host_10051,81,2.31,0,1,0,1,1,endpoint,0,263.11,12,1,1,1
host_10052,93,5.56,1,0,1,0,0,endpoint,1,374.47,18,1,1,1
host_10053,94,8.08,2,0,0,0,1,endpoint,0,270.59,13,1,1,1
host_10054,71,2.57,4,0,1,0,0,server,0,294.94,20,1,3,1
host_10058,11,6.67,3,0,0,0,0,endpoint,0,274.28,22,1,1,1
host_10059,73,3.5,1,0,0,0,1,server,0,328.29,22,1,3,1
host_10060,12,9.94,2,1,0,0,0,endpoint,1,387.69,5,1,1,1
host_10062,63,8.24,2,0,1,0,0,endpoint,1,305.59,12,1,1,1
host_10063,68,7.25,1,1,1,1,0,endpoint,1,260.57,10,1,1,1
host_10064,92,8.53,3,0,1,0,0,IoT,0,238.58,13,1,0,1
host_10067,23,4.87,3,1,0,0,0,router,0,185.57,18,1,2,1
host_10068,83,8.52,3,0,0,0,0,endpoint,0,287.49,22,1,1,1
host_10070,88,9.71,0,0,0,0,0,endpoint,0,382.13,16,1,1,1
host_10072,97,1.75,3,1,0,0,0,server,0,313.79,3,1,3,1
host_10073,12,1.67,0,0,0,0,0,server,1,355.08,22,1,3,1
host_10074,34,5.86,3,0,0,0,1,server,0,351.09,23,1,3,1
host_10075,71,9.18,1,1,0,0,0,endpoint,0,243.82,7,1,1,1
host_10077,31,5.53,4,1,0,0,0,endpoint,0,219.22,15,1,1,1
host_10079,62,6.31,0,1,0,0,0,server,1,270.25,20,1,3,1
host_10080,13,1.23,3,0,0,0,0,endpoint,0,345.17,16,1,1,1
host_10081,31,4.91,3,0,0,0,0,router,0,346.97,7,1,2,1
host_10083,15,5.79,1,0,0,0,0,endpoint,1,385.18,14,1,1,1
host_10084,57,1.4,1,0,0,0,1,router,0,248.91,18,1,2,1
host_10085,75,1.61,3,1,0,0,0,endpoint,0,187.24,7,1,1,1
host_10087,68,8.09,2,0,0,0,0,router,0,357.12,5,1,2,1
host_10088,75,9.08,1,1,0,0,0,endpoint,1,256.88,10,1,1,1
host_10089,29,8.14,1,0,0,0,0,router,0,303.41,3,1,2,1
host_10090,66,9.74,1,1,0,0,1,server,0,175.19,8,1,3,1
host_10091,16,4.08,3,1,0,0,1,endpoint,0,374.85,17,1,1,1
