host,open_ports,vuln_score,critical_vulns,service_http_open,service_ssh_open,service_rdp_open,snort_alert,device_type,geo_location_risk,avg_packet_size,scan_hour,label
host_11083,34,6.29,3,1,1,0,0,router,0,362.9,14,1
host_11084,96,7.3,2,0,0,0,0,IoT,1,317.9,2,1
host_11085,35,3.7,0,0,0,1,0,server,0,257.74,15,0
host_11086,15,2.13,2,1,0,0,0,endpoint,0,315.45,18,0
host_11087,96,0.38,3,1,1,0,1,endpoint,0,248.78,4,1
host_11088,6,4.89,1,1,0,0,0,router,0,360.01,9,0
host_11089,85,5.74,2,0,0,1,1,server,0,267.85,13,1
host_11090,97,8.97,2,0,0,0,0,endpoint,0,271.28,4,1
host_11091,32,8.82,4,0,0,0,0,endpoint,0,335.36,14,1
host_11092,52,4.25,1,1,0,0,0,server,1,291.09,7,1
host_11093,83,4.24,3,0,0,0,0,endpoint,1,290.51,21,1
host_11094,97,1.61,2,1,0,0,0,IoT,0,301.44,18,0
host_11095,28,2.57,1,0,0,0,0,server,0,393.88,11,0
host_11096,95,9.26,0,0,1,0,0,server,0,205.92,18,1
host_11097,85,1.41,1,0,0,1,0,endpoint,1,260.32,20,1
host_11098,98,9.69,0,0,0,0,1,router,0,289.94,2,1
host_11099,64,5.05,2,1,0,0,0,endpoint,0,299.07,3,0
host_11100,79,4.57,0,0,1,0,0,endpoint,0,283.35,21,0
host_11101,78,1.75,1,1,0,0,0,endpoint,1,266.73,16,1
host_11102,19,6.62,3,1,0,0,0,router,0,321.46,13,1
host_11103,15,4.6,2,0,0,0,0,server,0,282.63,2,0
host_11104,6,3.71,0,0,0,0,0,router,0,385.42,6,0
host_11105,73,2.65,2,1,0,0,0,router,0,367.68,9,0
host_11106,84,0.66,0,0,0,0,0,server,1,287.13,2,1
host_11107,98,5.19,2,0,0,0,0,server,0,291.16,9,0
host_11108,38,3.13,2,1,0,0,0,router,0,235.44,2,0
host_11109,26,7.08,1,0,0,0,0,IoT,0,311.62,18,1
host_11110,82,7.24,0,0,1,0,0,router,0,273.93,15,1
host_11111,92,3.32,3,0,0,0,0,server,0,321.77,5,1
host_11112,51,6.69,3,1,1,0,0,server,0,235.34,0,1
host_11113,73,2.59,0,0,0,0,0,router,0,345.55,15,0
host_11114,96,7.27,3,0,0,0,0,server,0,291.89,18,1
host_11115,53,0.16,2,0,0,0,1,endpoint,0,369.13,11,1
host_11116,56,1.52,1,1,0,0,1,endpoint,0,302.19,4,1
host_11117,59,2.45,1,1,0,1,0,endpoint,0,274.77,22,0
host_11118,70,7.73,1,0,0,0,1,IoT,0,282.53,23,1
host_11119,78,0.66,2,1,0,1,0,endpoint,0,212.04,21,0
host_11120,92,1.88,4,0,0,0,0,endpoint,0,324.09,10,1
host_11121,58,3.59,0,1,0,0,0,router,0,392.43,23,0
host_11122,88,0.09,2,1,0,0,1,endpoint,0,240.58,20,1
host_11123,13,7.62,0,0,0,0,0,IoT,0,218.32,12,1
host_11124,43,5.6,2,0,0,0,1,server,0,403.01,16,1
host_11125,76,9.01,1,1,0,0,0,router,0,241.42,8,1
host_11126,51,0.31,0,0,0,0,0,endpoint,0,316.09,18,0
host_11127,19,2.71,3,0,0,0,0,router,1,328.0,12,1
host_11128,21,7.31,1,0,1,0,0,endpoint,0,300.4,2,1
host_11129,91,6.75,2,0,0,0,0,endpoint,0,222.36,5,0
host_11130,83,2.43,1,1,1,0,0,endpoint,0,371.8,8,0
host_11131,24,5.96,2,0,0,0,0,server,0,283.95,22,0
host_11132,26,7.94,2,0,0,1,0,IoT,1,366.85,8,1
host_11133,45,0.33,4,0,0,0,0,router,0,360.94,19,1
host_11134,28,7.18,3,1,0,0,1,IoT,0,412.53,18,1
host_11135,82,2.52,0,1,0,0,0,router,0,315.38,1,0
host_11136,29,9.48,2,0,0,0,0,server,0,274.72,2,1
host_11137,17,5.38,0,1,0,0,0,server,0,259.43,8,0
host_11138,68,0.33,1,0,0,1,0,endpoint,0,206.13,18,0
host_11139,44,4.03,3,1,0,0,0,router,0,321.76,20,1
host_11140,61,9.66,0,0,1,0,1,endpoint,0,303.38,2,1
host_11141,93,7.3,1,0,0,1,0,endpoint,0,223.32,22,1
host_11142,68,3.0,2,0,1,0,0,router,0,341.3,23,0
host_11143,74,5.75,2,0,0,0,1,endpoint,0,349.37,1,1
host_11144,25,5.99,2,0,0,1,0,server,0,426.39,20,0
host_11145,95,0.23,0,0,0,0,0,endpoint,0,284.59,12,0
host_11146,67,1.79,1,0,0,0,1,endpoint,0,289.3,16,1
host_11147,2,5.52,2,1,0,0,0,server,0,317.45,1,0
host_11148,89,4.03,2,1,0,0,0,server,0,387.04,1,0
host_11149,49,1.9,4,0,0,0,1,server,0,266.6,9,1
host_11150,70,7.73,1,0,1,0,0,endpoint,0,329.52,21,1
host_11151,26,4.89,0,0,0,0,0,router,0,341.18,15,0
host_11152,72,3.1,2,1,0,0,1,router,1,309.27,12,1
host_11153,99,1.62,1,0,0,1,0,router,0,295.7,7,0
host_11154,27,6.11,1,1,0,0,0,router,0,322.98,21,0
host_11155,89,6.66,0,0,0,0,0,server,0,318.33,17,0
host_11156,18,6.7,0,0,0,0,0,endpoint,0,295.94,20,0
host_11157,54,2.2,1,0,0,0,0,IoT,0,303.19,10,0
host_11158,1,5.95,0,0,0,0,0,IoT,0,259.45,8,0
host_11159,61,9.05,0,0,0,0,1,endpoint,0,336.43,1,1
host_11160,3,3.53,1,0,0,1,0,router,1,314.05,22,1
host_11161,68,2.11,3,0,0,0,0,endpoint,0,217.35,4,1
host_11162,41,7.72,1,0,0,0,0,server,0,289.58,9,1
host_11163,37,1.77,2,0,1,0,0,router,1,288.7,5,1
host_11164,51,2.54,5,1,0,0,0,endpoint,1,268.84,18,1
host_11165,15,1.01,0,0,0,0,0,endpoint,0,313.97,23,0
host_11166,8,2.68,2,1,0,0,0,server,0,302.52,19,0
host_11167,38,4.1,5,0,0,0,1,server,0,312.22,23,1
host_11168,83,0.64,1,1,0,0,0,server,0,228.68,13,0
host_11169,56,8.72,4,0,0,0,0,server,0,243.26,22,1
host_11170,47,5.14,2,0,1,1,0,endpoint,0,306.64,15,0
host_11171,90,5.88,0,0,0,0,0,endpoint,0,294.46,11,0
host_11172,10,3.71,1,0,0,0,1,IoT,0,320.04,17,1
host_11173,78,6.7,1,0,0,0,1,server,0,328.83,15,1
host_11174,49,4.32,2,1,0,0,1,endpoint,0,271.94,1,1
host_11175,41,7.61,0,1,0,0,0,router,1,307.87,13,1
host_11176,83,8.21,2,1,1,1,0,server,0,292.26,20,1
host_11177,30,6.72,3,0,0,1,0,endpoint,1,253.08,0,1
host_11178,5,4.91,1,0,0,0,1,endpoint,0,292.7,5,1
host_11179,95,7.82,0,1,0,0,0,endpoint,0,371.09,21,1
host_11180,71,4.94,1,1,0,0,0,server,0,222.69,11,0
host_11181,83,1.12,5,0,1,1,0,endpoint,0,325.68,19,1
host_11182,31,1.16,1,0,0,0,1,router,0,240.63,6,1
host_11183,52,9.49,2,1,0,0,1,server,1,443.15,3,1
host_11184,88,2.14,1,0,0,0,1,endpoint,0,334.98,0,1
host_11185,98,8.16,3,1,0,0,0,server,0,333.88,19,1
host_11186,23,2.47,1,0,1,0,0,IoT,0,287.61,0,0
host_11187,48,4.31,1,1,0,0,0,server,0,279.88,13,0
host_11188,40,6.55,3,0,0,1,0,router,0,366.12,19,1
host_11189,6,1.59,2,0,0,0,1,endpoint,0,243.3,5,1
host_11190,38,7.37,2,0,0,0,0,endpoint,0,350.5,20,1
host_11191,41,6.9,1,0,0,0,1,server,0,304.51,10,1
host_11192,27,5.43,0,1,1,0,0,IoT,0,346.49,22,0
host_11193,75,5.66,1,0,0,0,0,server,1,286.84,4,1
host_11194,69,1.06,0,1,0,0,0,endpoint,0,301.39,3,0
host_11195,57,4.36,0,0,0,0,0,server,0,288.45,18,0
host_11196,17,0.87,2,0,0,0,0,endpoint,0,303.44,2,0
host_11197,71,3.08,0,1,1,0,1,server,0,277.78,6,1
host_11198,91,9.0,2,1,1,0,0,server,0,395.56,1,1
host_11199,47,5.75,1,0,1,0,0,router,0,335.37,20,0
host_11200,79,7.43,1,1,0,0,1,endpoint,0,301.36,0,1
host_11201,13,5.74,1,0,1,0,0,server,0,331.25,21,0
host_11202,11,1.94,1,0,0,0,0,server,0,211.68,0,0
host_11203,90,5.95,2,1,0,0,0,server,0,344.25,6,0
host_11204,86,7.55,3,1,0,1,0,server,0,327.8,1,1
host_11205,92,1.38,0,0,0,1,0,server,0,199.69,11,0
host_11206,24,8.17,0,0,0,0,0,endpoint,0,309.8,15,1
host_11207,93,5.55,0,0,0,0,1,router,0,256.86,14,1
host_11208,73,0.04,3,1,0,0,1,IoT,0,304.27,0,1
host_11209,4,5.2,2,1,0,1,0,server,0,315.23,20,0
host_11210,46,3.96,1,0,0,0,0,IoT,0,258.32,6,0
host_11211,18,2.96,3,1,0,0,0,endpoint,0,277.91,21,1
host_11212,43,7.71,2,0,1,0,0,endpoint,0,293.23,0,1
host_11213,80,8.99,1,0,0,0,0,endpoint,0,329.18,8,1
host_11214,33,7.63,0,0,1,0,0,server,0,305.67,8,1
host_11215,93,8.47,1,0,0,0,0,IoT,0,331.62,1,1
host_11216,10,9.09,2,1,0,0,0,endpoint,0,193.72,21,1
host_11217,73,9.13,2,0,1,0,0,endpoint,0,270.12,16,1
host_11218,59,1.15,4,0,0,0,0,endpoint,0,340.57,13,1
host_11219,31,4.56,1,0,1,0,0,server,0,284.93,16,0
host_11220,28,0.0,1,1,1,0,0,endpoint,0,317.44,20,0
host_11221,60,5.06,1,0,0,0,0,router,0,278.18,18,0
host_11222,3,9.24,2,0,0,0,0,endpoint,0,247.34,10,1
host_11223,55,1.99,1,0,0,0,0,IoT,0,349.76,13,0
host_11224,14,6.4,2,0,0,0,1,endpoint,0,303.08,4,1
host_11225,58,6.44,1,0,0,0,0,server,0,261.06,5,0
host_11226,89,1.6,0,0,0,0,1,endpoint,0,406.51,19,1
host_11227,15,2.39,4,0,0,0,0,endpoint,0,290.99,8,1
host_11228,2,4.62,3,0,0,0,0,router,1,330.44,6,1
host_11229,24,1.88,5,0,0,0,0,server,0,354.69,10,1
host_11230,78,5.85,3,0,0,0,0,router,0,318.12,5,1
host_11231,64,4.85,2,0,0,0,0,endpoint,0,212.8,10,0
host_11232,71,5.19,1,0,0,0,0,endpoint,0,382.55,16,0
host_11233,24,1.34,2,1,1,0,0,endpoint,0,233.53,12,0
host_11234,27,5.17,2,0,0,1,0,endpoint,0,302.13,7,0
host_11235,37,0.49,0,0,0,0,0,router,0,261.55,23,0
host_11236,94,8.82,2,0,0,0,0,endpoint,0,343.34,18,1
host_11237,91,3.43,3,1,1,0,1,server,0,256.47,13,1
host_11238,39,8.56,2,1,0,0,1,endpoint,0,314.37,10,1
host_11239,63,7.02,3,1,0,0,0,server,0,191.77,2,1
host_11240,79,7.66,1,1,0,0,0,server,0,376.54,8,1
host_11241,26,3.15,0,0,0,0,0,router,0,306.69,19,0
host_11242,65,2.28,1,0,0,0,0,endpoint,0,357.96,5,0
host_11243,4,4.07,0,0,0,0,1,server,0,359.7,15,1
host_11244,29,0.24,5,0,1,0,0,endpoint,0,356.81,9,1
host_11245,1,9.19,1,0,0,1,0,endpoint,0,349.19,22,1
host_11246,50,3.87,2,1,1,0,1,router,0,253.03,19,1
host_11247,86,9.89,2,1,0,0,0,endpoint,0,307.01,14,1
host_11248,11,7.61,0,1,0,0,0,router,0,240.05,4,1
host_11249,74,0.81,1,0,0,1,1,IoT,1,293.95,10,1
host_11250,59,6.6,1,1,0,0,0,server,0,356.87,12,0
host_11251,62,2.71,1,1,1,0,0,server,1,250.64,2,1
host_11252,81,2.44,1,1,0,0,0,endpoint,0,359.31,15,0
host_11253,36,2.57,1,0,0,0,0,server,0,336.66,5,0
host_11254,56,9.16,0,0,0,1,0,server,0,271.01,20,1
host_11255,90,5.0,1,0,0,1,0,endpoint,0,271.19,3,0
host_11256,21,6.69,3,0,0,1,0,server,0,219.22,13,1
host_11257,13,2.81,4,0,1,0,0,endpoint,0,316.22,4,1
host_11258,9,5.23,2,1,1,0,1,endpoint,1,355.85,20,1
host_11259,11,3.5,1,0,0,0,0,endpoint,0,258.81,19,0
host_11260,75,3.21,5,0,0,0,0,server,0,310.15,18,1
host_11261,70,2.47,2,1,1,0,0,endpoint,1,262.34,15,1
host_11262,1,4.09,3,1,0,0,0,router,0,232.61,17,1
host_11263,70,6.6,2,0,0,0,0,router,0,425.6,7,0
host_11264,77,2.22,1,0,1,0,0,endpoint,0,282.49,18,0
host_11265,86,9.65,2,1,0,0,1,endpoint,0,398.23,13,1
host_11266,56,1.25,3,1,1,0,0,endpoint,0,344.57,16,1
host_11267,31,4.8,1,1,1,1,0,endpoint,0,264.66,13,0
host_11268,86,0.85,2,1,0,0,0,endpoint,0,327.78,13,0
host_11269,37,0.23,1,1,0,0,0,IoT,0,305.91,17,0
host_11270,47,9.23,2,0,0,0,0,endpoint,0,252.76,21,1
host_11271,91,8.1,2,1,1,1,1,endpoint,0,262.92,15,1
host_11272,78,6.94,0,1,0,0,0,server,1,261.1,1,1
host_11273,47,8.65,0,0,0,0,1,endpoint,0,270.92,7,1
host_11274,69,8.03,0,1,0,0,0,router,0,383.52,1,1
host_11275,58,6.47,2,0,1,1,0,endpoint,0,274.07,22,0
host_11276,36,8.47,1,0,0,0,0,IoT,0,299.74,8,1
host_11277,32,3.91,1,0,0,0,0,server,0,291.64,0,0
host_11278,98,5.53,0,0,0,0,1,endpoint,0,273.15,0,1
host_11279,64,7.76,1,0,0,0,0,endpoint,0,232.83,21,1
host_11280,71,0.85,1,1,1,0,1,endpoint,0,259.91,1,1
host_11281,42,8.59,0,0,0,0,0,endpoint,0,292.34,14,1
host_11282,48,1.57,3,0,0,0,0,endpoint,0,319.65,3,1
host_11283,74,8.65,1,0,0,0,0,endpoint,0,335.3,3,1
host_11284,81,3.11,2,1,0,0,0,endpoint,0,285.65,16,0
host_11285,30,3.27,1,0,0,0,0,IoT,0,208.64,16,0
host_11286,21,0.74,2,0,0,0,0,endpoint,0,333.49,17,0
host_11287,60,8.86,1,0,0,0,0,endpoint,0,325.64,7,1
host_11288,13,1.75,2,0,0,0,0,endpoint,0,259.37,7,0
host_11289,1,6.3,1,1,0,0,0,server,0,371.97,19,0
host_11290,65,6.44,1,1,1,0,1,endpoint,0,313.98,21,1
host_11291,33,2.81,1,1,0,0,0,router,1,363.99,23,1
host_11292,38,9.86,4,1,0,0,0,IoT,0,320.42,3,1
host_11293,25,0.64,3,0,0,1,0,endpoint,0,261.28,13,1
host_11294,26,6.08,2,0,0,0,1,server,0,270.78,14,1
host_11295,77,4.8,1,0,0,0,0,server,0,374.18,6,0
host_11296,59,2.45,1,0,0,0,1,server,0,335.96,7,1
host_11297,92,1.64,4,0,0,1,0,endpoint,0,304.08,16,1
host_11298,33,7.37,4,1,0,1,0,endpoint,0,315.98,22,1
host_11299,41,9.16,3,0,0,0,0,endpoint,0,261.13,14,1
host_11300,30,1.08,1,1,1,0,0,server,0,369.72,12,0
host_11301,57,1.94,1,1,0,0,0,router,0,350.28,18,0
host_11302,49,9.86,2,1,0,0,1,endpoint,0,336.89,20,1
host_11303,48,0.15,1,0,1,0,0,IoT,1,347.2,10,1
host_11304,72,5.08,0,1,0,1,0,server,0,284.82,12,0
host_11305,49,5.16,0,0,0,0,0,router,0,281.95,14,0
host_11306,47,2.63,4,0,0,0,0,endpoint,0,304.43,4,1
host_11307,56,6.63,3,0,0,0,0,server,0,341.63,0,1
host_11308,65,9.45,3,0,0,0,0,server,0,252.54,7,1
host_11309,12,4.5,1,0,0,0,0,router,0,157.11,21,0
host_11310,69,7.49,8,0,0,0,0,endpoint,1,328.03,15,1
host_11311,88,6.46,3,1,0,0,0,endpoint,0,295.79,7,1
host_11312,6,4.73,1,0,1,0,0,endpoint,0,319.9,0,0
host_11313,89,0.5,3,0,0,0,0,endpoint,0,284.4,2,1
host_11314,65,7.42,2,0,0,0,0,router,0,256.2,2,1
host_11315,25,3.63,3,0,0,0,1,endpoint,0,322.28,2,1
host_11316,1,2.24,1,1,0,0,1,endpoint,0,327.21,10,1
host_11317,32,9.48,2,0,1,0,0,router,0,193.27,8,1
host_11318,3,7.74,2,1,0,0,1,server,1,322.64,3,1
host_11319,49,9.62,1,1,0,0,1,router,1,266.82,10,1
host_11320,19,2.56,1,0,0,1,0,endpoint,0,333.52,5,0
host_11321,60,8.36,2,0,1,1,0,router,0,359.37,17,1
host_11322,29,6.08,3,0,0,0,1,server,1,290.24,13,1
host_11323,50,9.82,2,0,0,0,0,IoT,0,367.91,10,1
host_11324,2,9.46,1,0,0,0,0,router,1,256.56,13,1
host_11325,73,9.73,1,1,0,1,0,endpoint,0,244.1,23,1
host_11326,56,9.52,2,0,1,0,0,router,0,291.88,20,1
host_11327,17,0.08,2,0,0,1,0,router,0,263.46,23,0
host_11328,60,7.41,2,0,0,0,0,endpoint,1,334.21,6,1
host_11329,36,2.72,0,0,0,0,0,router,0,226.87,2,0
host_11330,61,7.05,0,1,1,1,0,server,0,237.51,13,1
host_11331,17,9.81,2,1,0,0,0,endpoint,0,384.37,19,1
host_11332,49,0.39,2,0,0,0,1,server,0,298.68,15,1
host_11333,76,5.67,1,1,0,0,0,endpoint,0,363.09,12,0
host_11334,60,7.35,3,0,0,1,0,server,0,367.84,18,1
host_11335,20,2.53,0,0,0,0,0,endpoint,0,260.86,20,0
host_11336,50,2.25,1,0,1,0,0,router,0,275.49,6,0
host_11337,3,0.6,1,0,0,1,0,endpoint,0,340.68,12,0
host_11338,43,0.94,0,0,0,0,0,router,0,205.83,13,0
host_11339,57,6.57,1,0,0,0,0,server,0,230.51,17,0
host_11340,50,5.05,3,0,0,0,0,server,0,331.06,12,1
host_11341,68,0.3,1,0,1,0,0,router,0,253.47,7,0
host_11342,81,9.7,0,0,0,0,1,endpoint,0,249.01,3,1
host_11343,50,6.56,4,0,0,0,0,router,0,326.46,0,1
host_11344,37,5.15,3,0,0,0,0,endpoint,0,228.57,1,1
host_11345,46,2.73,2,0,0,0,0,endpoint,0,279.17,12,0
host_11346,42,6.58,0,0,0,0,1,endpoint,0,266.1,8,1
host_11347,15,3.64,4,1,0,0,0,endpoint,1,297.63,15,1
host_11348,33,7.02,1,0,0,0,0,endpoint,0,310.38,21,1
host_11349,80,6.83,1,1,0,0,1,endpoint,0,209.18,19,1
host_11350,11,0.93,1,0,0,0,0,server,1,306.96,18,1
host_11351,20,9.09,3,0,1,0,0,router,0,311.07,12,1
host_11352,24,4.87,6,0,0,0,0,server,0,384.21,8,1
host_11353,64,3.93,1,0,0,0,0,endpoint,0,315.56,16,0
host_11354,80,9.55,4,1,0,0,0,server,0,296.94,7,1
host_11355,94,4.38,0,1,0,1,1,endpoint,0,344.88,18,1
host_11356,98,7.21,0,1,1,0,0,server,0,303.63,9,1
host_11357,65,6.55,4,0,1,0,0,router,0,309.93,11,1
host_11358,88,1.65,0,0,1,1,0,endpoint,0,304.31,7,0
host_11359,88,9.91,0,0,0,0,0,endpoint,0,384.13,15,1
host_11360,73,4.64,1,0,0,0,1,server,1,227.64,19,1
host_11361,86,3.95,0,0,0,0,0,endpoint,0,284.03,0,0
host_11362,76,9.2,1,0,0,0,0,router,0,316.63,22,1
host_11363,17,5.29,2,1,1,1,0,server,0,286.2,6,0
host_11364,89,7.05,0,0,0,0,0,endpoint,0,242.85,18,1
host_11365,92,8.46,3,1,1,0,0,endpoint,0,280.98,9,1
host_11366,61,2.35,0,0,0,0,1,endpoint,0,271.9,12,1
host_11367,15,1.69,1,0,0,0,0,server,0,251.58,18,0
host_11368,94,0.69,2,0,0,0,0,router,0,324.57,16,0
host_11369,51,8.97,0,0,0,0,0,server,0,257.62,7,1
host_11370,27,2.0,0,1,0,0,0,endpoint,0,387.18,13,0
host_11371,86,3.08,1,0,0,0,0,IoT,0,267.29,10,0
host_11372,74,2.86,2,1,1,0,0,server,0,347.53,21,0
host_11373,61,3.05,0,0,1,0,0,endpoint,0,277.3,20,0
host_11374,58,6.68,2,1,0,0,0,server,1,365.86,6,1
host_11375,31,9.54,2,1,0,0,1,server,0,237.87,21,1
host_11376,91,3.29,1,0,0,0,1,endpoint,0,419.42,16,1
host_11377,12,4.08,2,0,0,0,0,router,0,312.89,15,0
host_11378,46,7.71,2,1,0,0,1,server,0,376.26,6,1
host_11379,31,4.32,1,1,0,0,1,IoT,0,347.26,15,1
host_11380,32,9.26,1,1,0,0,0,server,0,402.49,7,1
host_11381,32,5.03,1,1,1,0,1,endpoint,0,314.7,23,1
host_11382,99,3.48,0,1,0,0,0,endpoint,0,160.84,10,0
host_11383,53,9.72,2,1,1,0,1,IoT,0,273.5,8,1
host_11384,61,4.26,4,1,0,0,0,endpoint,0,254.06,23,1
host_11385,46,2.31,1,0,0,0,1,endpoint,0,335.26,13,1
host_11386,85,1.78,1,1,0,0,0,endpoint,0,363.27,19,0
host_11387,74,9.95,1,0,0,0,1,endpoint,0,260.66,3,1
host_11388,80,7.53,0,0,0,0,0,router,1,415.14,14,1
host_11389,7,4.09,1,1,0,0,0,server,0,228.92,9,0
host_11390,4,8.26,1,1,0,0,0,endpoint,0,274.62,7,1
host_11391,91,5.47,2,0,0,0,0,server,0,278.86,9,0
host_11392,52,3.17,1,0,0,0,1,router,0,231.51,19,1
host_11393,89,7.43,1,1,0,0,0,endpoint,1,326.98,23,1
host_11394,31,7.46,1,0,1,0,0,endpoint,0,257.83,15,1
host_11395,75,5.0,2,0,0,0,0,server,0,244.48,21,0
host_11396,84,0.45,2,0,0,0,0,server,0,240.49,5,0
host_11397,36,0.77,1,1,0,0,0,server,0,258.58,2,0
host_11398,54,7.89,3,0,0,0,0,server,0,327.63,9,1
host_11399,54,8.23,0,0,0,1,0,server,0,255.63,16,1
host_11400,17,6.78,5,0,0,0,1,endpoint,1,324.04,15,1
host_11401,75,8.39,1,0,0,0,0,server,0,331.13,10,1
host_11402,30,7.19,4,0,1,0,1,IoT,0,333.29,4,1
host_11403,99,8.97,2,0,0,0,0,server,0,288.64,15,1
host_11404,22,1.5,2,1,1,0,0,server,0,205.87,17,0
host_11405,43,3.88,2,0,0,0,0,server,0,255.76,0,0
host_11406,27,4.64,1,0,1,0,0,server,0,245.99,3,0
host_11407,37,2.98,1,0,1,1,0,IoT,0,293.76,4,0
host_11408,46,7.25,2,1,0,0,0,router,1,357.63,10,1
host_11409,35,9.12,1,0,1,0,0,endpoint,0,308.54,12,1
host_11410,4,4.12,2,0,0,0,0,endpoint,0,323.94,2,0
host_11411,80,9.42,0,0,0,0,0,router,0,225.17,7,1
host_11412,80,5.17,2,1,0,0,0,router,1,352.6,23,1
host_11413,85,5.23,1,0,1,0,0,router,0,289.16,8,0
host_11414,26,6.0,0,0,0,0,1,endpoint,0,222.46,23,1
host_11415,19,2.68,1,1,1,0,0,endpoint,1,264.28,20,1
host_11416,81,3.83,3,1,0,0,0,router,0,366.81,5,1
host_11417,45,5.53,1,0,0,0,0,server,0,325.14,17,0
host_11418,26,9.42,2,1,1,0,0,endpoint,0,342.14,19,1
host_11419,22,6.43,2,0,0,0,0,router,0,277.79,5,0
host_11420,58,3.33,0,0,1,0,0,server,0,251.93,2,0
host_11421,63,0.1,1,0,0,0,0,router,0,293.71,10,0
host_11422,28,9.82,2,1,0,0,0,server,0,274.45,0,1
host_11423,65,4.93,0,0,1,0,0,server,0,364.05,17,0
host_11424,44,9.38,1,0,0,0,1,IoT,1,296.74,12,1
host_11425,43,5.49,2,0,0,1,0,endpoint,0,387.68,5,0
host_11426,37,6.05,0,1,0,0,0,IoT,0,233.92,4,0
host_11427,66,7.12,3,1,0,0,0,IoT,0,369.53,5,1
host_11428,17,3.21,3,0,0,0,1,IoT,0,247.47,13,1
host_11429,40,6.99,1,1,1,0,0,router,1,274.93,5,1
host_11430,38,5.27,5,0,0,0,0,endpoint,0,270.91,0,1
host_11431,85,6.72,0,0,1,0,0,server,0,281.19,17,0
host_11432,61,8.36,1,1,0,0,0,router,0,346.99,20,1
host_11433,9,1.84,1,0,0,0,0,endpoint,1,286.79,11,1
host_11434,77,6.14,1,0,0,0,1,server,0,389.71,5,1
host_11435,75,0.52,3,0,0,0,0,endpoint,0,305.65,1,1
host_11436,61,1.02,1,0,0,0,0,server,0,295.08,3,0
host_11437,80,6.75,0,0,0,0,1,endpoint,0,267.53,18,1
host_11438,16,0.71,0,0,0,0,0,endpoint,0,343.46,3,0
host_11439,2,5.95,2,1,0,0,0,endpoint,0,278.8,5,0
host_11440,72,2.2,1,1,0,1,0,server,0,229.22,14,0
host_11441,43,3.04,1,0,1,0,0,endpoint,0,248.62,11,0
host_11442,42,1.3,2,0,0,0,1,server,0,279.76,5,1
host_11443,77,2.49,1,1,0,0,0,server,0,383.89,15,0
host_11444,57,8.21,0,0,1,1,0,server,0,310.43,21,1
host_11445,81,6.39,0,0,1,0,0,endpoint,0,315.35,17,0
host_11446,88,9.5,1,0,0,0,0,endpoint,1,248.31,21,1
host_11447,67,0.49,1,0,0,0,0,server,1,341.89,19,1
host_11448,30,7.92,0,0,0,0,0,server,0,239.55,2,1
host_11449,13,6.99,1,0,0,0,1,endpoint,1,313.2,15,1
host_11450,19,2.61,0,1,0,0,0,router,0,241.75,20,0
host_11451,7,7.29,0,1,0,0,0,router,0,345.9,0,1
host_11452,9,7.17,0,1,0,0,0,endpoint,0,348.06,20,1
host_11453,83,4.59,2,1,0,0,0,router,1,342.69,22,1
host_11454,54,6.89,0,0,0,0,0,endpoint,0,365.26,7,0
host_11455,86,4.45,1,0,0,0,0,server,0,287.69,13,0
host_11456,82,3.36,0,1,0,0,0,endpoint,0,261.5,3,0
host_11457,61,4.66,5,1,0,0,0,endpoint,0,290.82,20,1
host_11458,87,8.95,0,0,0,0,0,endpoint,0,367.88,13,1
host_11459,2,3.85,2,0,0,1,0,IoT,0,332.02,0,0
host_11460,50,4.04,1,0,0,0,0,server,0,283.2,23,0
host_11461,75,6.08,0,0,0,0,0,IoT,0,283.91,6,0
host_11462,31,7.53,0,1,1,0,0,server,0,296.2,1,1
host_11463,33,7.35,2,0,0,0,0,IoT,0,185.13,18,1
host_11464,78,0.2,0,1,0,0,0,server,0,251.05,0,0
host_11465,80,6.87,1,0,0,0,0,server,0,269.4,12,0
host_11466,11,4.51,1,0,0,0,1,endpoint,1,238.97,14,1
host_11467,33,5.24,0,1,0,0,0,endpoint,0,309.8,9,0
host_11468,7,5.62,4,1,0,0,1,IoT,0,249.52,5,1
host_11469,31,7.32,1,0,0,0,0,router,0,254.13,2,1
host_11470,48,8.31,1,0,0,0,0,router,0,290.65,2,1
host_11471,47,6.46,2,1,0,0,0,endpoint,0,278.63,15,0
host_11472,78,5.64,3,0,0,0,0,endpoint,0,330.24,20,1
host_11473,92,3.74,1,1,0,0,0,endpoint,0,289.0,19,0
host_11474,53,1.38,0,0,1,0,0,IoT,0,259.46,5,0
host_11475,80,9.59,0,0,0,0,0,endpoint,1,322.97,20,1
host_11476,19,4.62,1,0,0,0,0,endpoint,0,316.95,12,0
host_11477,81,5.66,4,0,0,0,0,endpoint,0,228.55,20,1
host_11478,90,7.51,0,0,1,0,1,server,0,212.32,1,1
host_11479,6,0.68,2,0,0,1,0,router,0,311.08,1,0
host_11480,49,8.55,0,0,0,0,0,server,0,226.02,17,1
host_11481,73,7.97,0,1,0,0,0,server,0,296.97,15,1
host_11482,50,7.74,1,1,0,0,0,endpoint,1,233.28,13,1
host_11483,81,0.22,1,1,0,0,0,IoT,0,288.64,19,0
host_11484,95,5.27,1,0,0,0,0,router,0,316.92,13,0
host_11485,12,0.54,0,0,0,0,0,router,0,368.96,1,0
host_11486,23,5.51,1,1,1,0,1,router,0,258.34,18,1
